Title,director,duration,actor_1,actor_2,actor_3,gross,genres,plot_keywords,budget,year,keywords,combination
Love & Other Drugs,Edward Zwick,112,Jake Gyllenhaal,Anne Hathaway,Judy Greer,32357532,Comedy Drama Romance,female nudity male objectification pfizer viagra zoloft,30000000,2010,female nudity male objectification pfizer viagra zoloft,EdwardZwick JakeGyllenhaal AnneHathaway JudyGreer Comedy Drama Romance female nudity male objectification pfizer viagra zoloft
88 Minutes,Jon Avnet,108,Al Pacino,Alicia Witt,Deborah Kara Unger,16930884,Crime Drama Mystery Thriller,death fbi forensics murder serial killer,30000000,2007,death fbi forensics murder serial killer,JonAvnet AlPacino AliciaWitt DeborahKaraUnger Crime Drama Mystery Thriller death fbi forensics murder serial killer
North Country,Niki Caro,126,Jeremy Renner,Charlize Theron,Sissy Spacek,18324242,Drama,based on true story innocence lawsuit mine sexual harassment,35000000,2005,based true story innocence lawsuit mine sexual harassment,NikiCaro JeremyRenner CharlizeTheron SissySpacek Drama based true story innocence lawsuit mine sexual harassment
The Whole Ten Yards,Howard Deutch,98,Bruce Willis,Matthew Perry,Natasha Henstridge,16323969,Comedy Crime Thriller,dentist face slap flashback hitman killing an animal,40000000,2004,dentist face slap flashback hitman killing animal,HowardDeutch BruceWillis MatthewPerry NatashaHenstridge Comedy Crime Thriller dentist face slap flashback hitman killing animal
Splice,Vincenzo Natali,104,Sarah Polley,David Hewlett,Delphine Chanéac,16999046,Drama Horror Sci-Fi,dna experiment genetics interspecies sex scientist,26000000,2009,dna experiment genetics interspecies sex scientist,VincenzoNatali SarahPolley DavidHewlett DelphineChanéac Drama Horror Sci-Fi dna experiment genetics interspecies sex scientist
Howard the Duck,Willard Huyck,110,Lea Thompson,Jeffrey Jones,Jordan Prentice,16295774,Action Adventure Comedy Romance Sci-Fi,alien duck laser planet singer,35000000,1986,alien duck laser planet singer,WillardHuyck LeaThompson JeffreyJones JordanPrentice Action Adventure Comedy Romance Sci-Fi alien duck laser planet singer
Pride and Glory,Gavin O'Connor,130,Jennifer Ehle,Rick Gonzalez,Frank Grillo,15709385,Crime Drama Thriller,brother in law corruption drug dealer drugs police,30000000,2008,brother law corruption drug dealer police,GavinO'Connor JenniferEhle RickGonzalez FrankGrillo Crime Drama Thriller brother law corruption drug dealer police
The Cave,Bruce Hunt,93,Eddie Cibrian,Cole Hauser,Marcel Iures,14888028,Adventure Horror Thriller,cave diver diving flare parasite,30000000,2005,cave diver diving flare parasite,BruceHunt EddieCibrian ColeHauser MarcelIures Adventure Horror Thriller cave diver diving flare parasite
Alex & Emma,Rob Reiner,96,David Paymer,Lobo Sebastian,Robert Costanzo,14208384,Comedy Romance,gambling novel stenographer writer writer's block,30000000,2003,gambling novel stenographer writer block,RobReiner DavidPaymer LoboSebastian RobertCostanzo Comedy Romance gambling novel stenographer writer block
Wicker Park,Paul McGuigan,114,Jessica Paré,Christopher Cousins,Mark Camacho,12831121,Drama Mystery Romance Thriller,flashback flashback within a flashback multiple perspectives obsession split screen,30000000,2004,flashback within multiple perspective obsession split screen,PaulMcGuigan JessicaParé ChristopherCousins MarkCamacho Drama Mystery Romance Thriller flashback within multiple perspective obsession split screen
Fright Night,Craig Gillespie,106,Grace Phipps,Reid Ewing,Sandra Vergara,18298649,Comedy Horror,neighbor remake suburb teenager vampire,30000000,2011,neighbor remake suburb teenager vampire,CraigGillespie GracePhipps ReidEwing SandraVergara Comedy Horror neighbor remake suburb teenager vampire
The New World,Terrence Malick,150,Christian Bale,Michael Greyeyes,Wes Studi,12712093,Biography Drama History Romance,captain fort love native american trade,30000000,2005,captain fort love native american trade,TerrenceMalick ChristianBale MichaelGreyeyes WesStudi Biography Drama History Romance captain fort love native american trade
Wing Commander,Chris Roberts,100,Saffron Burrows,David Suchet,Jürgen Prochnow,11576087,Action Adventure Sci-Fi,27th century fighter pilot orchestral music score outer space space opera,30000000,1999,27th century fighter pilot orchestral music score outer space opera,ChrisRoberts SaffronBurrows DavidSuchet JürgenProchnow Action Adventure Sci-Fi 27th century fighter pilot orchestral music score outer space opera
In Dreams,Neil Jordan,100,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,11900000,Drama Fantasy Thriller,dream mental institution padded cell serial killer suicide attempt,30000000,1999,dream mental institution padded cell serial killer suicide attempt,NeilJordan RobertDowneyJr. AidanQuinn PaulGuilfoyle Drama Fantasy Thriller dream mental institution padded cell serial killer suicide attempt
Dragonball: Evolution,James Wong,100,Ian Whyte,Texas Battle,Randall Duk Kim,9353573,Action Adventure Fantasy Sci-Fi Thriller,bad dragon grandfather orb warrior,45000000,2009,bad dragon grandfather orb warrior,JamesWong IanWhyte TexasBattle RandallDukKim Action Adventure Fantasy Sci-Fi Thriller bad dragon grandfather orb warrior
The Last Stand,Jee-woon Kim,107,Zach Gilford,James Burnett,Christiana Leucas,12026670,Action Crime Thriller,deputy escape fbi modern western sheriff,45000000,2013,deputy escape fbi modern western sheriff,Jee-woonKim ZachGilford JamesBurnett ChristianaLeucas Action Crime Thriller deputy escape fbi modern western sheriff
Godsend,Nick Hamm,102,Robert De Niro,Cameron Bright,Munro Chambers,14334645,Drama Horror Sci-Fi Thriller,birthday boy clone cloning doctor,25000000,2004,birthday boy clone cloning doctor,NickHamm RobertDeNiro CameronBright MunroChambers Drama Horror Sci-Fi Thriller birthday boy clone cloning doctor
Chasing Liberty,Andy Cadiff,101,Annabella Sciorra,Stark Sands,Terence Maynard,12189514,Comedy Romance,first daughter photographer prague president secret service agent,23000000,2004,first daughter photographer prague president secret service agent,AndyCadiff AnnabellaSciorra StarkSands TerenceMaynard Comedy Romance first daughter photographer prague president secret service agent
Hoodwinked Too! Hood vs. Evil,Mike Disa,86,Amy Poehler,Phil LaMarr,Cheech Marin,10134754,Animation Comedy Family,3 dimensional box office flop critically bashed red riding hood wolf,30000000,2011,3 dimensional box office flop critically bashed red riding hood wolf,MikeDisa AmyPoehler PhilLaMarr CheechMarin Animation Comedy Family 3 dimensional box office flop critically bashed red riding hood wolf
An Unfinished Life,Lasse Hallström,108,Morgan Freeman,Camryn Manheim,Lynda Boyd,8535575,Drama,abusive boyfriend bear car accident ranch wyoming,30000000,2005,abusive boyfriend bear car accident ranch wyoming,LasseHallström MorganFreeman CamrynManheim LyndaBoyd Drama abusive boyfriend bear car accident ranch wyoming
The Imaginarium of Doctor Parnassus,Terry Gilliam,123,Andrew Garfield,Lily Cole,Verne Troyer,7689458,Adventure Fantasy Mystery,birthday bridge midget rescue sideshow,40000000,2009,birthday bridge midget rescue sideshow,TerryGilliam AndrewGarfield LilyCole VerneTroyer Adventure Fantasy Mystery birthday bridge midget rescue sideshow
Barney's Version,Richard J. Lewis,134,Mark Addy,Atom Egoyan,Paul Gross,7501404,Comedy Drama,ex wife guest marriage memory montreal,30000000,2010,ex wife guest marriage memory montreal,RichardJ.Lewis MarkAddy AtomEgoyan PaulGross Comedy Drama ex wife guest marriage memory montreal
Trapped,,511,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,6916869,Crime Drama Thriller,coastal town iceland police snowstorm winter storm,30000000,2002,coastal town iceland police snowstorm winter storm, ÓlafurDarriÓlafsson IngvarEggertSigurðsson BjörnHlynurHaraldsson Crime Drama Thriller coastal town iceland police snowstorm winter storm
Runner Runner,Brad Furman,88,Justin Timberlake,John Heard,David Costabile,19316646,Crime Thriller,costa rica fbi agent gambling money online gambling,30000000,2013,costa rica fbi agent gambling money online,BradFurman JustinTimberlake JohnHeard DavidCostabile Crime Thriller costa rica fbi agent gambling money online
Antitrust,Peter Howitt,109,Tyler Labine,Richard Roundtree,Ned Bellamy,10965209,Action Crime Drama Thriller,boss communications computer genius job,30000000,2001,bos communication computer genius job,PeterHowitt TylerLabine RichardRoundtree NedBellamy Action Crime Drama Thriller bos communication computer genius job
Glory,Edward Zwick,122,Denzel Washington,Morgan Freeman,Matthew Broderick,26830000,Drama History War,army black soldier military uniform prejudice u.s. civil war,18000000,1989,army black soldier military uniform prejudice u civil war,EdwardZwick DenzelWashington MorganFreeman MatthewBroderick Drama History War army black soldier military uniform prejudice u civil war
Once Upon a Time in America,Sergio Leone,251,Robert De Niro,Burt Young,Treat Williams,5300000,Crime Drama,1920s ambiguity childhood friend new york speakeasy,30000000,1984,1920s ambiguity childhood friend new york speakeasy,SergioLeone RobertDeNiro BurtYoung TreatWilliams Crime Drama 1920s ambiguity childhood friend new york speakeasy
Dead Man Down,Niels Arden Oplev,118,Dominic Cooper,Isabelle Huppert,James Biberi,10880926,Action Crime Drama Thriller,crime lord dead body dead body in a freezer new york city truck explosion,30000000,2013,crime lord dead body freezer new york city truck explosion,NielsArdenOplev DominicCooper IsabelleHuppert JamesBiberi Action Crime Drama Thriller crime lord dead body freezer new york city truck explosion
The Merchant of Venice,Michael Radford,131,Al Pacino,Mackenzie Crook,Kris Marshall,3752725,Drama Romance,debt jew loan merchant pound of flesh,18000000,2004,debt jew loan merchant pound flesh,MichaelRadford AlPacino MackenzieCrook KrisMarshall Drama Romance debt jew loan merchant pound flesh
The Good Thief,Neil Jordan,109,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,3517797,Action Crime Drama Romance Thriller,casino french riviera gambler heist partner,25000000,2002,casino french riviera gambler heist partner,NeilJordan EmirKusturica SaïdTaghmaoui TchékyKaryo Action Crime Drama Romance Thriller casino french riviera gambler heist partner
Supercross,Steve Boyum,80,Channing Tatum,Mike Vogel,Steve Howey,3101301,Action Drama Romance Sport,one word title paddock supercross swimming pool winning,0,2005,one word title paddock supercross swimming pool winning,SteveBoyum ChanningTatum MikeVogel SteveHowey Action Drama Romance Sport one word title paddock supercross swimming pool winning
Miss Potter,Chris Noonan,88,Emily Watson,Bill Paterson,Lucy Boynton,2975649,Biography Drama Romance,book children friend illustrator letter,30000000,2006,book child friend illustrator letter,ChrisNoonan EmilyWatson BillPaterson LucyBoynton Biography Drama Romance book child friend illustrator letter
The Promise,Kaige Chen,103,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,668171,Action Drama Fantasy,armor general king princess slave,60000000,2005,armor general king princess slave,KaigeChen Dong-gunJang TobyLeonardMoore NicholasTse Action Drama Fantasy armor general king princess slave
DOA: Dead or Alive,Corey Yuen,87,Steve Howey,Holly Valance,Sarah Carter,480314,Action Adventure,female fighter island martial arts parachute tournament,21000000,2006,female fighter island martial art parachute tournament,CoreyYuen SteveHowey HollyValance SarahCarter Action Adventure female fighter island martial art parachute tournament
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,160,Brad Pitt,Jeremy Renner,Sam Shepard,3904982,Biography Crime Drama History Western,long title outlaw robbery train train robbery,30000000,2007,long title outlaw robbery train,AndrewDominik BradPitt JeremyRenner SamShepard Biography Crime Drama History Western long title outlaw robbery train
1911,Li Zhang,121,Bingbing Li,Joan Chen,Jaycee Chan,127437,Action Adventure Drama History War,china disarming someone qing dynasty stabbed with a bayonet war violence,18000000,2011,china disarming someone qing dynasty stabbed bayonet war violence,LiZhang BingbingLi JoanChen JayceeChan Action Adventure Drama History War china disarming someone qing dynasty stabbed bayonet war violence
Little Nicholas,Laurent Tirard,91,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,0,Comedy Family,baby dinner family relationships school three word title,0,2009,baby dinner family relationship school three word title,LaurentTirard LouiseBourgoin SandrineKiberlain KadMerad Comedy Family baby dinner family relationship school three word title
Wild Card,Simon West,92,Jason Statham,Michael Angarano,Jason Alexander,0,Action Crime Drama Thriller,bodyguard criminal gambling mob boss thug,30000000,2015,bodyguard criminal gambling mob bos thug,SimonWest JasonStatham MichaelAngarano JasonAlexander Action Crime Drama Thriller bodyguard criminal gambling mob bos thug
Machine Gun Preacher,Marc Forster,129,Gerard Butler,Madeline Carroll,Kathy Baker,537580,Action Biography Crime Drama,africa biker church orphanage preacher,30000000,2011,africa biker church orphanage preacher,MarcForster GerardButler MadelineCarroll KathyBaker Action Biography Crime Drama africa biker church orphanage preacher
Animals United,Reinhard Klooss,93,Jim Broadbent,Vanessa Redgrave,James Corden,0,Animation Comedy Family,animal crane the bird dam hoover dam shark,0,2010,animal crane bird dam hoover shark,ReinhardKlooss JimBroadbent VanessaRedgrave JamesCorden Animation Comedy Family animal crane bird dam hoover shark
The Color of Freedom,Bille August,118,Terry Pheto,Patrick Lyster,Tyrone Keogh,0,Biography Drama History,african national congress father daughter relationship film starts with text nelson mandela violence,30000000,2007,african national congress father daughter relationship film start text nelson mandela violence,BilleAugust TerryPheto PatrickLyster TyroneKeogh Biography Drama History african national congress father daughter relationship film start text nelson mandela violence
United Passions,Frédéric Auburtin,110,Fisher Stevens,Thomas Kretschmann,Jemima West,0,Drama History Sport,20th century association fifa football world cup,24000000,2014,20th century association fifa football world cup,FrédéricAuburtin FisherStevens ThomasKretschmann JemimaWest Drama History Sport 20th century association fifa football world cup
Grace of Monaco,Olivier Dahan,103,Paz Vega,Frank Langella,Derek Jacobi,0,Biography Drama Romance,1960s grace kelly hollywood star monaco prince,30000000,2014,1960s grace kelly hollywood star monaco prince,OlivierDahan PazVega FrankLangella DerekJacobi Biography Drama Romance 1960s grace kelly hollywood star monaco prince
